"Start","End","Team","League","Salary","Player","ID","Season"
"2014","15","Utah Jazz","NBA","$187,357","Jack Cooley","cooleja01","2014-15"
"2017","18","Sacramento Kings","NBA","< $Minimum","Jack Cooley","cooleja01","2017-18"
"1992","93","Los Angeles Lakers","NBA","$140,000","Duane Cooper","coopedu01","1992-93"
"1993","94","Phoenix Suns","NBA","$150,000","Duane Cooper","coopedu01","1993-94"
"1984","85","Los Angeles Lakers","NBA","$325,000","Michael Cooper","coopemi01","1984-85"
"1985","86","Los Angeles Lakers","NBA","$366,000","Michael Cooper","coopemi01","1985-86"
"1987","88","Los Angeles Lakers","NBA","$676,500","Michael Cooper","coopemi01","1987-88"
"1984","85","Denver Nuggets","NBA","$280,000","Wayne Cooper","coopewa01","1984-85"
"1985","86","Denver Nuggets","NBA","$300,000","Wayne Cooper","coopewa01","1985-86"
"1987","88","Denver Nuggets","NBA","$650,000","Wayne Cooper","coopewa01","1987-88"
"1988","89","Denver Nuggets","NBA","$750,000","Wayne Cooper","coopewa01","1988-89"
"1989","90","Portland Trail Blazers","NBA","$1,100,000","Wayne Cooper","coopewa01","1989-90"
"1990","91","Portland Trail Blazers","NBA","$1,100,000","Wayne Cooper","coopewa01","1990-91"
"1991","92","Portland Trail Blazers","NBA","$1,200,000","Wayne Cooper","coopewa01","1991-92"
"1991","92","San Antonio Spurs","NBA","$160,000","Tom Copa","copato01","1991-92"
"2012","13","New York Knicks","NBA","$473,604","Chris Copeland","copelch01","2012-13"
"2013","14","Indiana Pacers","NBA","$3,000,000","Chris Copeland","copelch01","2013-14"
"2014","15","Indiana Pacers","NBA","$3,135,000","Chris Copeland","copelch01","2014-15"
"2015","16","Orlando Magic","NBA","$1,100,000","Chris Copeland","copelch01","2015-16"
"1991","92","Los Angeles Clippers","NBA","$130,000","Lanard Copeland","copella01","1991-92"
"1985","86","San Antonio Spurs","NBA","$85,700","Tyrone Corbin","corbity01","1985-86"
"1987","88","Phoenix Suns","NBA","$125,000","Tyrone Corbin","corbity01","1987-88"
"1988","89","Phoenix Suns","NBA","$200,000","Tyrone Corbin","corbity01","1988-89"
"1990","91","Minnesota Timberwolves","NBA","$830,000","Tyrone Corbin","corbity01","1990-91"
"1991","92","Utah Jazz","NBA","$922,000","Tyrone Corbin","corbity01","1991-92"
"1992","93","Utah Jazz","NBA","$1,100,000","Tyrone Corbin","corbity01","1992-93"
"1993","94","Utah Jazz","NBA","$1,400,000","Tyrone Corbin","corbity01","1993-94"
"1994","95","Atlanta Hawks","NBA","$1,600,000","Tyrone Corbin","corbity01","1994-95"
"1995","96","Sacramento Kings","NBA","$1,700,000","Tyrone Corbin","corbity01","1995-96"
"1996","97","Atlanta Hawks","NBA","$247,500","Tyrone Corbin","corbity01","1996-97"
"1997","98","Atlanta Hawks","NBA","$326,700","Tyrone Corbin","corbity01","1997-98"
"1998","99","Atlanta Hawks","NBA","$2,400,000","Tyrone Corbin","corbity01","1998-99"
"1999","00","Sacramento Kings","NBA","$510,000","Tyrone Corbin","corbity01","1999-00"
"2000","01","Toronto Raptors","NBA","$1,000,000","Tyrone Corbin","corbity01","2000-01"
"1992","93","Orlando Magic","NBA","$300,000","Chris Corchiani","corchch01","1992-93"
"1993","94","Boston Celtics","NBA","$150,000","Chris Corchiani","corchch01","1993-94"
"1984","85","Chicago Bulls","NBA","$660,000","Dave Corzine","corzida01","1984-85"
"1985","86","Chicago Bulls","NBA","$710,000","Dave Corzine","corzida01","1985-86"
"1986","87","Chicago Bulls","NBA","$710,000","Dave Corzine","corzida01","1986-87"
"1987","88","Chicago Bulls","NBA","$700,000","Dave Corzine","corzida01","1987-88"
"1988","89","Chicago Bulls","NBA","$500,000","Dave Corzine","corzida01","1988-89"
"1990","91","Seattle SuperSonics","NBA","$300,000","Dave Corzine","corzida01","1990-91"
"1991","92","Seattle SuperSonics","NBA","$300,000","Dave Corzine","corzida01","1991-92"
"2016","17","Atlanta Hawks","NBA","$50,000","Matt Costello","costema01","2016-17"
"2016","17","Memphis Grizzlies","NBA","$31,500","Matt Costello","costema01","2016-17"
"2017","18","San Antonio Spurs","NBA","< $Minimum","Matt Costello","costema01","2017-18"
"2014","15","Utah Jazz","NBA","$152,200","Bryce Cotton","cottobr01","2014-15"
"2014","15","San Antonio Spurs","NBA","$50,000","Bryce Cotton","cottobr01","2014-15"
"2015","16","Phoenix Suns","NBA","$228,663","Bryce Cotton","cottobr01","2015-16"
"2015","16","Memphis Grizzlies","NBA","$64,622","Bryce Cotton","cottobr01","2015-16"
"1997","98","Seattle SuperSonics","NBA","$242,000","James Cotton","cottoja02","1997-98"
"1999","00","Chicago Bulls","NBA","$460,000","James Cotton","cottoja02","1999-00"
"1993","94","Phoenix Suns","NBA","$150,000","Joe Courtney","courtjo01","1993-94"
"1994","95","Charlotte Hornets","NBA","$13,158","Joe Courtney","courtjo01","1994-95"
"1995","96","Cleveland Cavaliers","NBA","$225,000","Joe Courtney","courtjo01","1995-96"
"2010","11","Sacramento Kings","NBA","$3,374,640","DeMarcus Cousins","couside01","2010-11"
"2011","12","Sacramento Kings","NBA","$3,627,720","DeMarcus Cousins","couside01","2011-12"
"2012","13","Sacramento Kings","NBA","$3,880,800","DeMarcus Cousins","couside01","2012-13"
"2013","14","Sacramento Kings","NBA","$4,916,974","DeMarcus Cousins","couside01","2013-14"
"2014","15","Sacramento Kings","NBA","$13,701,250","DeMarcus Cousins","couside01","2014-15"
"2015","16","Sacramento Kings","NBA","$14,728,844","DeMarcus Cousins","couside01","2015-16"
"2016","17","New Orleans Pelicans","NBA","$16,957,900","DeMarcus Cousins","couside01","2016-17"
"2017","18","New Orleans Pelicans","NBA","$18,063,850","DeMarcus Cousins","couside01","2017-18"
"2018","19","Golden State Warriors","NBA","$5,337,000","DeMarcus Cousins","couside01","2018-19"
"2019","20","Los Angeles Lakers","NBA","$3,500,000","DeMarcus Cousins","couside01","2019-20"
"2014","15","Philadelphia 76ers","NBA","$1,000,000","Robert Covington","covinro01","2014-15"
"2014","15","Houston Rockets","NBA","$150,000","Robert Covington","covinro01","2014-15"
"2015","16","Philadelphia 76ers","NBA","$1,000,000","Robert Covington","covinro01","2015-16"
"2016","17","Philadelphia 76ers","NBA","$1,015,696","Robert Covington","covinro01","2016-17"
"2017","18","Philadelphia 76ers","NBA","$16,698,103","Robert Covington","covinro01","2017-18"
"2018","19","Minnesota Timberwolves","NBA","$10,464,092","Robert Covington","covinro01","2018-19"
"2019","20","Houston Rockets","NBA","$11,301,219","Robert Covington","covinro01","2019-20"
"2014","15","Portland Trail Blazers","NBA","$862,000","Allen Crabbe","crabbal01","2014-15"
"2015","16","Portland Trail Blazers","NBA","$947,276","Allen Crabbe","crabbal01","2015-16"
"2016","17","Portland Trail Blazers","NBA","$18,500,000","Allen Crabbe","crabbal01","2016-17"
"2017","18","Brooklyn Nets","NBA","$19,332,500","Allen Crabbe","crabbal01","2017-18"
"2018","19","Brooklyn Nets","NBA","$18,500,000","Allen Crabbe","crabbal01","2018-19"
"2019","20","Minnesota Timberwolves","NBA","$17,818,456","Allen Crabbe","crabbal01","2019-20"
"2017","18","Denver Nuggets","NBA","< $Minimum","Torrey Craig","craigto01","2017-18"
"2018","19","Denver Nuggets","NBA","$2,000,000","Torrey Craig","craigto01","2018-19"
"2019","20","Denver Nuggets","NBA","$2,000,000","Torrey Craig","craigto01","2019-20"
"1997","98","Atlanta Hawks","NBA","$242,000","Chris Crawford","crawfch01","1997-98"
"1998","99","Atlanta Hawks","NBA","$350,000","Chris Crawford","crawfch01","1998-99"
"1999","00","Atlanta Hawks","NBA","$2,000,000","Chris Crawford","crawfch01","1999-00"
"2000","01","Atlanta Hawks","NBA","$2,200,000","Chris Crawford","crawfch01","2000-01"
"2001","02","Atlanta Hawks","NBA","$2,500,000","Chris Crawford","crawfch01","2001-02"
"2002","03","Atlanta Hawks","NBA","$2,750,000","Chris Crawford","crawfch01","2002-03"
"2003","04","Atlanta Hawks","NBA","$3,000,000","Chris Crawford","crawfch01","2003-04"
"2004","05","Atlanta Hawks","NBA","$3,250,000","Chris Crawford","crawfch01","2004-05"
"2000","01","Chicago Bulls","NBA","$1,762,320","Jamal Crawford","crawfja01","2000-01"
"2001","02","Chicago Bulls","NBA","$1,894,560","Jamal Crawford","crawfja01","2001-02"
"2002","03","Chicago Bulls","NBA","$2,026,680","Jamal Crawford","crawfja01","2002-03"
"2003","04","Chicago Bulls","NBA","$2,577,937","Jamal Crawford","crawfja01","2003-04"
"2004","05","New York Knicks","NBA","$5,760,000","Jamal Crawford","crawfja01","2004-05"
"2005","06","New York Knicks","NBA","$6,480,000","Jamal Crawford","crawfja01","2005-06"
"2006","07","New York Knicks","NBA","$7,200,000","Jamal Crawford","crawfja01","2006-07"
"2007","08","New York Knicks","NBA","$7,920,000","Jamal Crawford","crawfja01","2007-08"
"2008","09","Golden State Warriors","NBA","$8,640,000","Jamal Crawford","crawfja01","2008-09"
"2009","10","Atlanta Hawks","NBA","$9,360,000","Jamal Crawford","crawfja01","2009-10"
"2010","11","Atlanta Hawks","NBA","$10,800,000","Jamal Crawford","crawfja01","2010-11"
"2011","12","Portland Trail Blazers","NBA","$5,000,000","Jamal Crawford","crawfja01","2011-12"
"2012","13","Los Angeles Clippers","NBA","$5,000,000","Jamal Crawford","crawfja01","2012-13"
"2013","14","Los Angeles Clippers","NBA","$5,225,000","Jamal Crawford","crawfja01","2013-14"
"2014","15","Los Angeles Clippers","NBA","$5,450,000","Jamal Crawford","crawfja01","2014-15"
"2015","16","Los Angeles Clippers","NBA","$5,675,000","Jamal Crawford","crawfja01","2015-16"
"2016","17","Los Angeles Clippers","NBA","$13,253,012","Jamal Crawford","crawfja01","2016-17"
"2017","18","Atlanta Hawks","NBA","$10,942,762","Jamal Crawford","crawfja01","2017-18"
"2017","18","Minnesota Timberwolves","NBA","$4,328,000","Jamal Crawford","crawfja01","2017-18"
"2018","19","Phoenix Suns","NBA","$2,393,887","Jamal Crawford","crawfja01","2018-19"
"2018","19","Atlanta Hawks","NBA","$2,304,226","Jamal Crawford","crawfja01","2018-19"
"2019","20","Brooklyn Nets","NBA","$289,803","Jamal Crawford","crawfja01","2019-20"
"2010","11","Washington Wizards","NBA","$1,042,320","Jordan Crawford","crawfjo02","2010-11"
"2011","12","Washington Wizards","NBA","$1,120,440","Jordan Crawford","crawfjo02","2011-12"
"2012","13","Boston Celtics","NBA","$1,198,680","Jordan Crawford","crawfjo02","2012-13"
"2013","14","Boston Celtics","NBA","$2,162,419","Jordan Crawford","crawfjo02","2013-14"
"2016","17","New Orleans Pelicans","NBA","$234,915","Jordan Crawford","crawfjo02","2016-17"
"2017","18","New Orleans Pelicans","NBA","$308,190","Jordan Crawford","crawfjo02","2017-18"
"2018","19","Brooklyn Nets","NBA","$94,742","Mitch Creek","creekmi01","2018-19"
"2018","19","Minnesota Timberwolves","NBA","$56,845","Mitch Creek","creekmi01","2018-19"
"2001","02","Los Angeles Lakers","NBA","$48,705","Joe Crispin","crispjo01","2001-02"
"1987","88","Phoenix Suns","NBA","$100,000","Winston Crite","critewi01","1987-88"
"1988","89","Phoenix Suns","NBA","$125,000","Winston Crite","critewi01","1988-89"
"2007","08","Memphis Grizzlies","NBA","$1,285,200","Javaris Crittenton","crittja01","2007-08"
"2008","09","Washington Wizards","NBA","$1,381,560","Javaris Crittenton","crittja01","2008-09"
"2009","10","Washington Wizards","NBA","$1,477,920","Javaris Crittenton","crittja01","2009-10"
"1997","98","Indiana Pacers","NBA","$1,165,440","Austin Croshere","croshau01","1997-98"
"1998","99","Indiana Pacers","NBA","$1,340,000","Austin Croshere","croshau01","1998-99"
"1999","00","Indiana Pacers","NBA","$1,515,120","Austin Croshere","croshau01","1999-00"
"2000","01","Indiana Pacers","NBA","$5,300,000","Austin Croshere","croshau01","2000-01"
"2001","02","Indiana Pacers","NBA","$6,310,000","Austin Croshere","croshau01","2001-02"
"2002","03","Indiana Pacers","NBA","$6,960,000","Austin Croshere","croshau01","2002-03"
"2003","04","Indiana Pacers","NBA","$7,610,000","Austin Croshere","croshau01","2003-04"
"2004","05","Indiana Pacers","NBA","$8,260,000","Austin Croshere","croshau01","2004-05"
"2005","06","Indiana Pacers","NBA","$7,900,000","Austin Croshere","croshau01","2005-06"
"2006","07","Dallas Mavericks","NBA","$7,300,000","Austin Croshere","croshau01","2006-07"
"2007","08","Golden State Warriors","NBA","$1,219,590","Austin Croshere","croshau01","2007-08"
"2008","09","Milwaukee Bucks","NBA","$527,185","Austin Croshere","croshau01","2008-09"
"2008","09","San Antonio Spurs","NBA","$74,251","Austin Croshere","croshau01","2008-09"
"1992","93","Utah Jazz","NBA","$140,000","John Crotty","crottjo01","1992-93"
"1993","94","Utah Jazz","NBA","$200,000","John Crotty","crottjo01","1993-94"
"1994","95","Utah Jazz","NBA","$250,000","John Crotty","crottjo01","1994-95"
"1995","96","Cleveland Cavaliers","NBA","$350,000","John Crotty","crottjo01","1995-96"
"1997","98","Portland Trail Blazers","NBA","$420,000","John Crotty","crottjo01","1997-98"
"1998","99","Seattle SuperSonics","NBA","$600,000","John Crotty","crottjo01","1998-99"
"1998","99","Portland Trail Blazers","NBA","$504,000","John Crotty","crottjo01","1998-99"
"1999","00","Portland Trail Blazers","NBA","$760,000","John Crotty","crottjo01","1999-00"
"1999","00","Detroit Pistons","NBA","$477,000","John Crotty","crottjo01","1999-00"
"2000","01","Utah Jazz","NBA","$800,000","John Crotty","crottjo01","2000-01"
"2001","02","Utah Jazz","NBA","$1,000,000","John Crotty","crottjo01","2001-02"
"2002","03","Denver Nuggets","NBA","$138,171","John Crotty","crottjo01","2002-03"
"1991","92","Utah Jazz","NBA","$130,000","Corey Crowder","crowdco01","1991-92"
"1992","93","Utah Jazz","NBA","$250,000","Corey Crowder","crowdco01","1992-93"
"1994","95","San Antonio Spurs","NBA","$142,982","Corey Crowder","crowdco01","1994-95"
"2012","13","Dallas Mavericks","NBA","$600,491","Jae Crowder","crowdja01","2012-13"
"2013","14","Dallas Mavericks","NBA","$788,872","Jae Crowder","crowdja01","2013-14"
"2014","15","Boston Celtics","NBA","$915,243","Jae Crowder","crowdja01","2014-15"
"2015","16","Boston Celtics","NBA","$6,000,000","Jae Crowder","crowdja01","2015-16"
"2016","17","Boston Celtics","NBA","$6,286,408","Jae Crowder","crowdja01","2016-17"
"2017","18","Utah Jazz","NBA","$6,796,117","Jae Crowder","crowdja01","2017-18"
"2018","19","Utah Jazz","NBA","$7,305,825","Jae Crowder","crowdja01","2018-19"
"2019","20","Miami Heat","NBA","$7,815,533","Jae Crowder","crowdja01","2019-20"
"2019","20","Minnesota Timberwolves","NBA","$5,813,640","Jarrett Culver","culveja01","2019-20"
"1984","85","New York Knicks","NBA","$800,000","Pat Cummings","cummipa01","1984-85"
"1985","86","New York Knicks","NBA","$612,500","Pat Cummings","cummipa01","1985-86"
"1986","87","New York Knicks","NBA","$664,000","Pat Cummings","cummipa01","1986-87"
"1987","88","New York Knicks","NBA","$712,000","Pat Cummings","cummipa01","1987-88"
"1988","89","Miami Heat","NBA","$525,000","Pat Cummings","cummipa01","1988-89"
"1984","85","Milwaukee Bucks","NBA","$410,000","Terry Cummings","cummite01","1984-85"
"1985","86","Milwaukee Bucks","NBA","$633,000","Terry Cummings","cummite01","1985-86"
"1987","88","Milwaukee Bucks","NBA","$1,330,000","Terry Cummings","cummite01","1987-88"
"1988","89","Milwaukee Bucks","NBA","$1,400,000","Terry Cummings","cummite01","1988-89"
"1989","90","San Antonio Spurs","NBA","$1,700,000","Terry Cummings","cummite01","1989-90"
"1990","91","San Antonio Spurs","NBA","$1,860,000","Terry Cummings","cummite01","1990-91"
"1991","92","San Antonio Spurs","NBA","$1,861,000","Terry Cummings","cummite01","1991-92"
"1992","93","San Antonio Spurs","NBA","$2,407,000","Terry Cummings","cummite01","1992-93"
"1993","94","San Antonio Spurs","NBA","$2,407,000","Terry Cummings","cummite01","1993-94"
"1994","95","San Antonio Spurs","NBA","$2,406,600","Terry Cummings","cummite01","1994-95"
"1995","96","Milwaukee Bucks","NBA","$650,000","Terry Cummings","cummite01","1995-96"
"1997","98","Philadelphia 76ers","NBA","$1,000,000","Terry Cummings","cummite01","1997-98"
"1998","99","Golden State Warriors","NBA","$1,150,000","Terry Cummings","cummite01","1998-99"
"1999","00","Golden State Warriors","NBA","$2,600,000","Terry Cummings","cummite01","1999-00"
"2000","01","Golden State Warriors","NBA","$2,200,000","Terry Cummings","cummite01","2000-01"
"1999","00","Golden State Warriors","NBA","$704,400","Vonteego Cummings","cummivo01","1999-00"
"2000","01","Golden State Warriors","NBA","$757,200","Vonteego Cummings","cummivo01","2000-01"
"2001","02","Philadelphia 76ers","NBA","$810,000","Vonteego Cummings","cummivo01","2001-02"
"2009","10","Portland Trail Blazers","NBA","$457,588","Dante Cunningham","cunnida01","2009-10"
"2010","11","Charlotte Bobcats","NBA","$762,195","Dante Cunningham","cunnida01","2010-11"
"2011","12","Memphis Grizzlies","NBA","$2,000,000","Dante Cunningham","cunnida01","2011-12"
"2012","13","Minnesota Timberwolves","NBA","$2,090,000","Dante Cunningham","cunnida01","2012-13"
"2013","14","Minnesota Timberwolves","NBA","$2,180,000","Dante Cunningham","cunnida01","2013-14"
"2014","15","New Orleans Pelicans","NBA","$831,942","Dante Cunningham","cunnida01","2014-15"
"2015","16","New Orleans Pelicans","NBA","$3,000,000","Dante Cunningham","cunnida01","2015-16"
"2016","17","New Orleans Pelicans","NBA","$2,978,250","Dante Cunningham","cunnida01","2016-17"
"2017","18","Brooklyn Nets","NBA","$2,300,000","Dante Cunningham","cunnida01","2017-18"
"2018","19","San Antonio Spurs","NBA","$2,487,000","Dante Cunningham","cunnida01","2018-19"
"2012","13","Dallas Mavericks","NBA","$1,156,320","Jared Cunningham","cunnija01","2012-13"
"2013","14","Atlanta Hawks","NBA","$1,208,400","Jared Cunningham","cunnija01","2013-14"
"2015","16","Orlando Magic","NBA","$981,348","Jared Cunningham","cunnija01","2015-16"
"2015","16","Milwaukee Bucks","NBA","$57,726","Jared Cunningham","cunnija01","2015-16"
"1997","98","Phoenix Suns","NBA","$50,000","William Cunningham","cunniwi01","1997-98"
"1998","99","New Jersey Nets","NBA","$350,000","William Cunningham","cunniwi01","1998-99"
